,Size (MB),File Type,File Format,Bio Rep No,Tech Rep No,Biosource Type,Organism,File Status,Publication,Experiment Type,Replicate Info,Assay Details,Biosource,Dataset,Condition,In Experiment As,Project,Notes
307,607.49,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
308,472.01,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
309,359.48,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
310,193.95,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
311,405.67,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
312,422.07,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
313,50.85,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
314,255.15,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
315,640.11,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
316,727.01,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
317,724.44,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
318,539.09,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
319,494.99,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
320,482.52,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
321,643.29,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
322,454.78,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
323,557.34,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
324,110.95,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
325,832.22,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
326,424.89,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
327,615.19,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
328,616.11,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
329,636.31,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
330,530.41,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
331,487.95,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
332,678.23,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
333,614.74,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
334,704.89,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
335,247.04,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
336,627.74,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
337,256.71,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
338,447.52,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
339,705.96,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
340,393.61,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
341,498.08,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
342,579.54,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
343,445.06,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
344,508.58,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
345,272.34,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
346,746.54,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
347,432.22,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
348,606.66,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
349,654.36,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
350,639.53,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
351,789.82,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
352,368.59,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
353,667.32,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
354,812.74,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
355,770.14,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
356,525.16,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
357,702.6,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
358,435.95,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
359,179.89,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
360,564.15,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
361,612.12,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
362,457.4,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
363,719.49,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
364,96.26,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
365,372.93,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
366,394.22,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
367,542.95,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
368,680.88,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
369,606.56,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
370,403.54,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
371,271.82,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
372,652.96,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
373,570.27,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
374,111.85,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
375,622.66,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
376,49.61,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
377,431.43,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
378,456.69,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
379,767.43,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
380,681.14,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
381,601.57,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
382,525.7,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
383,577.56,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
384,604.78,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
385,614.75,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
386,651.2,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
387,581.86,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
388,679.68,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
389,676.16,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
390,241.06,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
391,540.6,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
392,635.51,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
393,446.18,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
394,512.12,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
395,584.81,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
396,639.11,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
397,624.91,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
398,437.26,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
399,730.79,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
400,263.36,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
401,148.1,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
402,534.38,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
403,522.66,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
404,595.44,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
